day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,rainfall,winddirection,windspeed
2653,1015.3,25.5,21.5,19.1,18.9,86,83,0,50,4.5
2654,1014.5,25.3,21.9,19.9,19.5,86,83,0,50,8.3
2655,1015.6,23.8,21.3,19.8,19.6,90,81,1,40,14.5
2656,1014.6,26.5,23,21,20.7,87,88,0,50,9.2
2657,1012.5,28.1,23.6,20.7,21.4,88,84,1,120,8
2658,1013.3,24.4,22.3,20.7,20.8,91,78,1,40,14.8
2659,1013.3,26.5,23.1,21.5,21.6,91,83,0,70,20
2660,1013.2,26.9,23.9,22.4,22.3,91,84,0,40,10
2661,1013.3,27.9,25.3,23.2,22.9,87,84,1,40,9.1
2662,1011.6,27.5,25.7,24.4,23.2,86,88,1,200,17.3
2663,1009.2,26.3,23.3,21.3,21.9,92,93,1,190,20.5
2664,1010.1,22.8,21.5,20.1,19.9,91,89,1,70,31.8
2665,1009.1,21.3,20.3,19.9,19.3,94,88,1,70,29.8
2666,1005.5,25.1,21.8,20.9,21.6,98,93,1,40,14.5
2667,1008.5,25.2,23.1,21.6,22.8,98,88,1,30,11.2
2668,1011.4,23.5,21.1,20.6,20.6,97,88,1,30,20
2669,1010.5,28.1,24.7,20.6,22.7,89,81,1,210,15.3
2670,1010.9,27.5,25.9,24.1,24.2,90,86,1,190,16
2671,1014.4,26.7,23.1,20.1,20.8,87,81,1,80,19.6
2672,1017.4,21.8,20.5,20.1,18.1,86,88,1,70,35.3
2673,1014.6,22.9,21.6,20.2,19.5,88,89,1,40,20.9
2674,1012.5,28.4,24.6,22,22.3,87,80,1,30,7.3
2675,1010.7,26.1,23.7,21,22,90,81,1,300,11.1
2676,1008.2,27.7,24.9,22.6,22.8,88,81,1,240,13
2677,1008.7,26.1,24.4,23.2,23.2,93,84,1,190,8.5
2678,1009.8,28.4,26,23.9,24.3,90,83,1,180,13
2679,1009.5,28.5,27.2,26,24.5,86,87,1,200,24.2
2680,1008.2,29.1,26.8,25.4,24,85,83,1,230,20.2
2681,1010.4,28.2,26,24.7,23,84,78,1,50,12.5
2682,1013.9,26.3,24.1,22.9,19.6,76,68,1,90,30.5
2683,1012.2,23.4,22.5,20.8,18.7,80,89,1,60,27
2684,1011.5,23.4,22.2,20.4,20.9,92,90,1,50,23.7
2685,1011,29.8,25.6,22.8,23.6,89,82,1,50,11.1
2686,1011.4,30.8,26.5,22.8,23.9,86,84,1,220,11.8
2687,1011.4,28.2,25.8,23.2,23.4,87,82,1,40,9.2
2688,1010.5,30.9,28.1,26.2,25.1,84,85,0,180,15.4
2689,1009.9,30.5,28.4,27.2,25.3,83,84,0,190,15.5
2690,1010.6,31,28.7,27.1,25.1,81,69,0,170,12.1
2691,1011.4,31.2,28.7,27.3,25.2,82,80,0,150,9.5
2692,1010.1,30.6,28.7,26.9,25,81,69,0,170,16.3
2693,1008.1,28.4,26.6,23.7,24.3,87,84,1,220,12
2694,1008.6,28.8,25.5,23.4,20.6,75,62,0,80,26
2695,1009.8,27.6,25.1,23.7,21.4,80,78,1,70,28.6
2696,1012.4,27.8,25.5,24.4,22.2,82,88,1,50,24.9
2697,1014.2,27.7,25.4,24,23.4,89,86,1,70,28.3
2698,1012.1,29.8,26.6,24.4,23.7,85,75,1,50,15.7
2699,1011.2,27.1,24.8,22.5,19.4,73,69,1,10,21.9
2700,1012.3,24.6,23.7,23.2,20.1,80,86,1,80,39.5
2701,1012,26.3,24.5,23.4,19.9,76,79,0,70,30.3
2702,1009.9,28.1,25.5,24,22.5,84,85,1,70,26.4
2703,1006.9,26.2,25.2,24.3,24.2,94,88,1,40,22.3
2704,1005.9,28.3,26.5,24.7,24.3,88,77,1,230,25.9
2705,1007.8,30.8,27.2,25.3,22.7,77,63,0,20,11.3
2706,1008.4,28.9,26.8,24.8,23.2,81,65,1,20,7.9
2707,1007.9,30.7,27.5,25.4,24.1,82,61,1,180,7.4
2708,1007.8,30.9,28,26.2,24.7,82,62,1,100,16.2
2709,1007.6,29.5,27.6,26.7,24.8,85,84,1,70,34.8
2710,1006.4,29.1,27.5,26,25.5,89,88,1,130,32.5
2711,1007.6,30.3,27.7,24.5,25.6,89,89,1,200,24
2712,1007.9,31,29.1,27.2,26.1,84,77,1,210,19
2713,1008.8,32.1,29.8,28,26,80,73,1,220,22.8
2714,1009.5,31.8,29.9,28.7,25.7,79,72,0,220,25.2
2715,1007.8,32.8,30.1,28.6,26.2,80,73,0,230,31.7
2716,1006,33,30.3,28.7,26.3,79,58,0,230,27.4
2717,1006.5,32.4,30.3,29,26.5,80,77,1,220,28.8
2718,1007.9,33.8,28.7,24.7,25.4,83,75,1,220,20.8
2719,1008.8,30.4,26.9,25,24.3,86,87,1,20,9.8
2720,1008.8,29.1,26.2,24.8,24.7,91,80,1,20,11.2
2721,1008.1,30.7,28.1,26.3,25.4,86,75,1,20,9.5
2722,1006.3,30,27.1,24.1,25.1,89,85,1,190,12.6
2723,1005.7,31.7,28.2,26.6,25.7,86,79,1,195,11.6
2724,1005.7,31.1,27.9,26.6,25.8,89,80,1,220,14.6
2725,1005.9,27.8,26.6,25.4,25.4,93,85,1,230,20
2726,1005.7,29.2,27.1,25.4,25.8,93,96,1,220,29.8
2727,1005,31.5,29.7,28.5,26.7,84,90,1,220,24.3
2728,1004.2,31.7,30.2,29.2,26.6,81,88,1,220,30
2729,1005.3,32,30.3,29.3,26.3,79,86,1,210,29.3
2730,1006.7,31.4,29.4,28.2,25.9,82,88,1,230,23.2
2731,1008.2,32.1,29.4,26.7,25.9,82,85,1,220,12.8
2732,1010.5,30.8,29.3,27.7,26,83,81,1,200,19.8
2733,1010.3,34.2,30.1,27.8,26.1,80,41,0,130,12.4
2734,1008.5,34.4,30.8,28.6,26.3,78,59,1,170,12.1
2735,1009.3,33.7,30.6,28.7,25.6,75,51,0,200,12.6
2736,1009.5,33.7,30.5,28.5,25.3,75,32,0,220,10.9
2737,1008.4,34.1,30.4,28.4,24.7,72,20,0,210,9.6
2738,1008.1,35.2,31,28.8,25,72,38,0,180,9
2739,1008.9,35.5,31.4,28.9,26.1,74,39,0,150,9.1
2740,1009.1,35.1,31.3,29.4,26.3,75,57,1,160,11.9
2741,1007.5,35.1,31.1,28.6,26.7,78,61,1,60,15.7
2742,1007.5,32.3,29.1,26.3,26.3,85,83,1,220,26.1
2743,1010,33.3,29,27.5,26.7,87,79,1,160,23.4
2744,1010.3,33.1,30,27.8,26,80,83,1,190,24.4
2745,1008.9,33,30.1,27.7,26,79,78,1,190,21.9
2746,1009.1,32,29.4,26.9,26,82,86,1,200,21.9
2747,1008.7,31.5,29.4,27.3,25.8,82,84,1,190,25.1
2748,1006.6,33,30.1,28,25.9,78,83,1,180,33
2749,1007.5,32.6,29,25.8,26.5,87,88,1,130,22.5
2750,1008.4,28.8,27.3,24.7,26,93,88,1,130,24.8
2751,1005.9,34,30.2,27.9,25.6,77,53,1,270,11.3
2752,1001,34.2,31,28.1,25.9,75,46,0,280,23.5
2753,999,35.6,31.5,26.4,26.4,75,57,1,280,25
2754,1000.3,31.3,28.6,26.2,25,81,88,1,240,18.8
2755,1002.2,31.1,28.9,26.1,26.1,85,89,1,240,19.8
2756,1003.8,29,28.1,27,25.1,84,88,1,230,16.3
2757,1005,31.7,28.6,25.6,26.1,87,82,1,160,12.6
2758,1006.8,30.3,28.9,26.4,26.2,86,83,1,230,14.3
2759,1007,33,30.2,28.6,26.4,81,78,1,230,22.4
2760,1008.1,33.2,30.6,29,26.4,79,69,1,240,25.1
2761,1008.5,33.2,30.6,29,26.2,78,69,0,230,23.7
2762,1007.5,32.4,30.4,28.7,25.3,74,72,1,230,23.7
2763,1007.9,32.3,29.9,26.7,25.8,79,78,1,220,25.1
2764,1009.8,31.9,29.2,25.6,25.6,82,70,1,220,22.6
2765,1010.9,33.3,30,27.5,25.3,76,49,1,220,12.3
2766,1010.3,32.9,30,28.1,25.2,76,29,0,240,14.5
2767,1008.9,32.8,30,28,25.4,77,32,0,250,21.6
2768,1008.4,34,30.4,28,24.6,72,21,0,240,16
2769,1008.6,35,30.8,28.3,25.5,74,28,0,130,8.3
2770,1008.3,32,29.4,27,26.4,84,57,1,60,17.5
2771,1009.3,33.4,30.2,28,25.3,76,44,1,200,9.5
2772,1009.7,32.9,30.1,28.1,24.8,74,29,0,240,12.8
2773,1008.5,33.7,30.3,27.6,24.9,74,32,0,260,21.9
2774,1006.6,33.5,29.9,28.7,24.7,74,49,1,270,16.1
2775,1005.1,33.9,30.1,27,24.9,74,47,1,50,14.1
2776,1011.2,32.2,28.9,26.9,24.6,78,69,0,20,11.8
2777,1011.6,32.3,28.9,26.8,24.5,78,54,0,100,9.8
2778,1010.6,33.3,29.5,27.3,24.5,75,38,0,20,5.5
2779,1008.3,33.3,29.4,26.8,24.1,74,29,0,10,4.4
2780,1006.1,33.3,29.6,27.6,24.4,74,27,0,220,8.7
2781,1005.3,33.1,30.1,27.8,24.2,72,29,0,220,6.1
2782,1003.4,33.3,30.7,28.2,24.9,72,40,0,290,10.9
2783,998.5,36.3,32.4,30,24,62,55,0,290,17.2
2784,998.5,34.7,31,26.9,24.8,71,80,1,220,26.4
2785,1004.5,30.6,28.1,25.1,25.2,85,88,1,230,20.2
2786,1007.3,32.8,29.2,26.3,25.4,81,77,1,220,13.9
2787,1007.9,33.7,30,27.8,25.8,79,78,1,220,11.9
2788,1007.9,29.6,28,26.4,25.6,87,84,1,230,22.9
2789,1007.4,28.8,26.9,25.6,25.1,90,88,1,210,12.9
2790,1008.5,28.6,27,24.9,25,89,88,1,220,14.2
2791,1008.5,31.2,29.2,26.9,26.5,86,88,1,230,18
2792,1008.2,32.4,29.9,28.3,26.6,83,81,1,230,20.5
2793,1008,33.8,30.2,28.4,25.8,78,67,1,220,18.1
2794,1007.7,32.8,30.1,28.1,25.7,77,59,0,230,16.6
2795,1006.3,31.2,29.1,26.8,26.1,84,67,1,270,6.9
2796,1002.2,33.4,30,26.9,25.5,77,70,0,350,13.6
2797,1000.1,32,30.2,28.4,24.4,71,48,1,10,12
2798,1000,32.9,30.6,28,24.2,69,30,1,220,11.7
2799,1002.4,33.2,30.7,28.3,24.3,70,48,0,10,11
2800,1005.5,34.4,30.6,27.9,23.2,65,22,0,10,10.7
2801,1008.1,31.7,28.9,27.8,25.3,81,78,1,40,16.4
2802,1008.1,32.4,29,27,25,79,75,0,200,12
2803,1006.5,31.2,28.3,26.9,24.4,79,84,1,210,8.9
2804,1006.2,29.6,27.8,26.5,24.8,84,87,1,230,11
2805,1006.8,27.9,26.6,25.8,25.2,92,88,1,220,5.9
2806,1007.4,29,27.4,25.8,25,87,88,1,40,5.7
2807,1007.8,28.9,27.4,25.7,25.4,89,87,1,50,8.6
2808,1010.9,27.7,25.8,24.5,24.8,94,88,1,110,16.5
2809,1013,29,27.6,25.8,25.8,90,87,1,60,18.2
2810,1013.1,32.9,29.1,27,25.7,82,60,0,80,9.8
2811,1011.1,31.9,29.3,27.2,24.8,78,38,0,220,11.7
2812,1008.1,32.3,29.6,27.8,25.6,79,43,0,240,24.9
2813,1007.2,29.6,28.3,26.7,25.9,87,82,1,250,21.3
2814,1009.4,30.7,27.9,26.4,23.1,75,60,0,60,29
2815,1012,31.2,28.2,26.5,23,74,44,1,70,26.2
2816,1012.7,31.3,28.1,26.5,23.2,75,47,0,60,24.5
2817,1011.1,31,28.1,26.8,23.7,77,46,1,100,21.4
2818,1011.5,30.5,27.9,26.2,23.2,76,66,1,90,22.6
2819,1013,31.2,28,25.8,21.4,68,49,0,50,39.9
2820,1012.2,31.4,28,25.9,22.1,71,46,0,60,41.3
2821,1011.3,31.9,28.6,26.5,23.1,73,60,0,70,39.5
2822,1011.9,31,28.1,26.9,24.5,81,86,1,70,32.2
2823,1014.6,30.6,28.2,27.1,24.2,79,72,1,70,27.4
2824,1015,31.8,28.5,26.8,24,77,47,1,70,14.5
2825,1012.2,30.6,28.3,26.8,24.3,79,67,0,180,8.1
2826,1009.3,31.1,28.7,27.1,24.5,78,74,1,200,14.5
2827,1008.6,28.7,27.4,25.5,23.8,81,88,1,190,11.9
2828,1009.9,31,28.1,26.3,25.5,86,67,1,110,14.8
2829,1009.1,32,28.9,27.3,25.3,81,40,1,110,10.2
2830,1006.7,32,29.3,27.4,24.7,77,23,0,230,17.3
2831,1004.9,32.2,29.7,28.1,25.3,78,38,0,230,20.5
2832,1006.7,32.2,28.7,26.9,26.3,87,71,1,90,14
2833,1008.2,30.2,27.8,26.5,25,85,81,1,90,15.1
2834,1006.7,32.8,29,25.8,20.6,61,30,0,10,16.4
2835,1005.6,31.3,29.7,27.4,20,56,53,0,230,15.5
2836,1011,32.7,29.8,28.2,24.8,75,78,1,140,12.7
2837,1013,31.7,28.8,26.4,25.3,81,84,1,30,7.9
2838,1012.4,31.6,27.9,26.5,23.1,76,82,1,10,30.6
2839,1011.7,29.7,26.8,24.2,23.7,83,88,1,60,52.8
2840,1013.2,27.8,26.7,24.9,25.2,92,95,1,120,50.7
2841,1015.2,27.8,26.7,25.4,25.4,93,88,1,100,37
2842,1014.1,26.8,26,25.3,25.4,97,86,1,100,30.4
2843,1012.7,27.6,26.4,25,25,92,85,1,140,12.5
2844,1010.5,30,27.8,26.1,23.1,76,54,0,300,13
2845,1011.3,29.4,26.8,24.8,20.9,70,45,1,20,20.4
2846,1013.7,26.6,24.3,21.1,19.9,77,85,1,20,30.2
2847,1018,22.1,20.5,18.5,16.6,78,88,1,20,38.3
2848,1019,24.9,23.1,21,16.8,67,88,1,50,28.2
2849,1018.7,27.8,25.1,23.3,19.1,70,68,1,70,32.4
2850,1017.4,28.2,25,23.1,20.1,75,51,0,70,23.9
2851,1015.2,28.7,25.2,23.1,20.7,76,19,0,90,14.1
2852,1013.8,29.4,25.8,23.3,20.4,73,20,0,30,9.9
2853,1013.4,30.8,26.2,23.6,19.5,69,17,0,70,12.4
2854,1012.5,29.1,25.5,23.5,19.3,70,43,0,60,8.9
2855,1010.2,28.2,25.3,23.1,16.7,59,79,0,20,17.3
2856,1008.3,29.1,26.2,23.8,17.3,58,78,0,10,17.2
2857,1010.2,29.2,26.4,24.3,19.3,65,64,1,10,13.2
2858,1012,30.6,27,25.3,20.9,70,48,0,120,9.2
2859,1013,30.7,27,24.8,21.6,73,50,0,80,9.9
2860,1015,29.6,26.8,24.9,22.1,76,61,1,80,19.7
2861,1016.8,26.6,25.9,25.4,21.7,77,77,1,80,37.5
2862,1016.8,26.2,25.4,24.5,22.3,83,81,1,80,28.9
2863,1015.6,30.1,26.5,24.3,22.1,77,48,0,60,10.3
2864,1017,29.2,26.7,25.5,23.3,82,46,1,110,15.8
2865,1018.2,28.4,26.4,25.5,22.9,81,61,1,90,24.2
2866,1017.8,29.6,26.7,25.3,23.1,81,53,0,100,16.5
2867,1020.4,27.2,25.6,24.4,21.6,79,66,1,80,40.8
2868,1020.9,24.5,22.9,20.5,17.8,73,61,0,20,29.6
2869,1019.8,26,22.6,19.7,16,67,72,1,20,22.5
2870,1019.5,25.8,23.7,22.3,18.8,74,82,1,70,32.9
2871,1018.1,26.6,24.7,23.1,20.4,77,83,1,80,29.8
2872,1016.1,28.2,25.8,24.5,22,80,82,1,70,28.3
2873,1015.6,26.3,25.5,24.7,22.4,83,81,1,80,30.2
2874,1016.3,28.4,26.2,25.2,23.4,85,87,1,80,24.8
2875,1016.4,28.7,26.5,25.5,23.6,84,70,1,70,18
2876,1015.8,30.3,26.7,24.8,23.3,82,58,1,50,12.8
2877,1016.9,25.9,24.9,24,21.4,81,88,1,80,46.3
2878,1017.7,25.4,23.8,22.6,20.6,82,85,1,80,43.8
2879,1017.3,24.2,23.9,23.6,21.1,84,88,1,80,41.4
2880,1015.2,25.3,23.3,21,22.1,92,86,1,80,29.7
2881,1014.5,26.9,24.3,22.3,21.2,83,74,1,30,13.8
2882,1015.2,24.8,24.2,23.5,22.3,89,84,1,80,35.8
2883,1013.7,25.9,24.8,23.6,23.5,93,74,1,80,25.5
2884,1013.9,27.2,25.5,24.4,23.8,90,51,0,80,17.2
2885,1016,29.1,26.1,24.1,23.2,84,20,0,80,7.9
2886,1017,28.5,25.9,24.5,22.9,84,58,1,70,22.1
2887,1017.2,25.9,24.8,24.4,21.6,82,73,1,80,30.6
2888,1017,26,24.8,23.9,21.1,80,83,0,70,40.4
2889,1017.1,27.6,25.4,24,21.3,78,65,1,80,29.2
2890,1016.7,28.4,25.4,23.7,21.2,78,47,0,90,19.6
2891,1016.7,26.6,24.5,23.3,19.8,76,35,1,70,31.2
2892,1017.7,25.3,22.6,18.2,16.8,70,44,0,20,28.6
2893,1020.6,21.2,18.2,15.8,7.8,52,46,0,20,34.3
2894,1022.4,20.4,18.4,15.3,9.7,57,44,0,60,39.3
2895,1022.5,22.9,20.8,19.2,15,70,49,0,70,34
2896,1021.2,24.1,22.1,20.3,17.4,75,40,0,60,16
2897,1018.9,25.2,22.4,20.4,17.7,75,56,1,100,15.7
2898,1017.6,25.1,22.9,22,19,79,85,0,70,25
2899,1017.1,25,23.3,22.2,19.6,80,69,1,70,15.9
2900,1019.4,22.3,20.8,19.6,16.5,77,93,1,20,27.9
2901,1021.1,21,19.5,18.4,14.9,75,88,1,50,37.9
2902,1018.4,20.3,18.4,15.7,15.8,85,91,1,70,41.3
2903,1021.3,18.1,16.6,15.4,12.2,76,91,1,10,28.4
2904,1023.1,19.3,17.3,15.4,12.1,72,86,0,10,21.8
2905,1022.2,19,18,17,14.1,78,90,1,30,28.5
2906,1016.8,18.9,17.7,16.9,16.8,95,95,1,60,35.1
2907,1015.5,20.9,19.3,17.6,16.8,86,80,1,20,10.2
2908,1016.4,23,19.9,17.9,15.5,76,72,0,60,20.7
2909,1016.2,20.7,20,19.4,17.1,83,88,0,70,39.5
2910,1016.4,21,20.4,19.7,17.8,85,83,1,70,30.3
2911,1016.6,21.3,20.4,19.1,17.3,82,84,1,50,20.3
2912,1019,20.4,18.4,16,12.6,69,70,1,10,26.8
2913,1022.5,17.2,15.2,13.4,4.3,49,11,0,10,48
2914,1025.9,15.2,13.2,11.5,-0.4,39,25,0,20,35.6
2915,1026.4,16.5,13.9,11.3,3.1,48,11,0,40,25.2
2916,1025.4,18.2,16.2,13.8,8.7,62,71,0,30,29
2917,1022.5,18.6,17.6,17,12.9,75,88,1,40,19
2918,1021.3,21.1,19.4,17.1,16.2,82,87,1,50,22.5
2919,1020.3,20.6,19.9,18.7,17.6,87,88,1,60,27.3
2920,1017.8,22.3,21.1,19.8,19.6,91,79,1,40,15
2921,1016.8,24.7,22.3,21.1,20.7,91,70,1,40,9.4
2922,1020.4,21.4,18.2,16.1,13.5,75,89,1,10,27.6
2923,1020.6,19.7,17.9,16.9,13.3,74,87,0,30,21.6
2924,1022.7,18.8,17.7,16.9,15,84,90,1,30,18.4
2925,1026.6,18.6,17.3,16.3,12.8,75,85,1,20,25.9
2926,1025.9,18.9,17.7,16.4,13.3,75,78,1,70,33.4
2927,1025.3,19.2,17.3,15.2,13.3,78,86,1,20,20.9
2928,1026.4,20.5,17.8,15.5,13,74,66,0,20,23.3
2929,1022,19.9,18.3,16.8,13.1,72,49,1,80,26.3
2930,1019.7,21.7,18.9,17.2,15.6,81,83,1,50,15.3
2931,1018.9,20.3,19.3,18,18.4,95,91,1,40,14.2
2932,1015.9,22.3,20.6,19.1,18.8,90,88,1,50,16.9
2933,1018.8,21.3,20.7,20.2,19.9,95,81,1,40,13.7
2934,1021.8,24.3,20.9,19.2,18,84,51,1,20,14.5
2935,1020.8,21.4,18.8,17,15,79,56,0,30,21.5
2936,1020.6,21,18.4,16.5,14.4,78,28,0,60,14.3
2937,1017.5,18.9,18.1,17.1,14.3,78,79,0,70,39.3
2938,1016.5,18.5,18,17.2,15.5,85,91,1,70,37.7
2939,1019.9,20.4,18.1,16.5,16.4,90,90,1,40,23.3
2940,1020.8,18.5,17.3,16.1,13.7,79,86,0,20,23.9
2941,1019.3,18.7,16.1,14.2,12.1,77,34,0,30,24.4
2942,1015.4,17.5,16.5,15.6,12.9,79,81,1,60,33.2
2943,1013.5,16.1,15.1,14.5,14.6,97,97,1,50,37.5
2944,1011.5,17.1,16.4,15.5,15.6,95,93,1,60,40
2945,1017.1,20.6,17.8,14.8,16.1,90,79,1,20,23.4
2946,1020.1,17.8,15.2,11.9,11.1,76,49,0,50,28.4
2947,1019.6,17.6,16.4,15.3,12.5,78,84,0,60,38
2948,1017.7,16.8,15.5,14.8,13.9,90,92,1,70,50.6
2949,1018.9,17.1,16.1,15.1,15.3,95,100,1,50,26.2
2950,1027.1,16.2,14.1,10.3,12.9,92,100,1,50,35.3
2951,1034.6,10.4,8.5,7,3.4,70,95,1,20,55.5
2952,1032.6,7.1,4.9,3.1,2.2,61,96,1,20,59.5
2953,1027.1,10.8,7.4,4.3,3.7,46,25,0,20,28.7
2954,1022.7,13.5,10.4,8.1,2.5,59,85,1,20,21.3
2955,1018.2,15.3,13,9.8,11.6,92,95,1,20,29.6
2956,1017.9,17.4,16.1,14.8,15.7,98,100,1,60,28.8
2957,1020,17.4,16.6,15.9,15.9,96,91,1,50,25
2958,1019.9,19.9,17.6,16.2,15.5,88,80,0,50,21.2
2959,1022.2,16.2,15.7,15.3,13.4,86,93,1,70,43.1
2960,1024.4,15.6,12.4,10.7,11.2,93,96,1,20,31.9
2961,1023.6,11.2,10.4,9.4,6.8,79,94,1,10,27.3
2962,1021.8,14.3,12.5,10.3,8.6,77,88,1,40,21.3
2963,1021.2,18.8,15.2,13.3,10.9,76,45,0,40,9.1
2964,1024.9,18.6,14.8,12.3,8.4,66,18,0,20,24.4
2965,1026.1,17.4,13.6,11.2,0.3,39,13,0,20,44.7
2966,1023.9,18.1,13.7,9.9,1.7,36,2,0,20,20.5
2967,1020.8,19.6,14.8,11.6,4.3,52,0,0,40,16.7
2968,1017.5,21.2,16.7,12.7,7.2,54,29,0,40,17.2
2969,1014.9,17.3,16.6,15.3,9.8,64,77,1,40,22
2970,1013.4,22.4,18.8,17.2,16.4,86,80,1,40,15.8
2971,1012.5,21.6,19.2,17.6,18.5,95,86,1,30,13.9
2972,1014.8,25.9,23.1,21.3,21.1,89,76,0,200,10.2
2973,1024.3,24.6,21.7,17.4,18.1,81,82,1,20,15.3
2974,1025.4,17.5,13.2,11.4,6.6,64,88,1,20,33.5
2975,1024.1,15.1,12.8,10.9,6,63,89,0,20,23.5
2976,1021.9,14.4,12.9,11.6,8.9,77,91,1,20,19.2
2977,1020.3,15,13.7,11.7,11.8,89,95,1,40,18.6
2978,1023.2,16.3,15.3,14.6,13.3,88,94,1,40,22.2
2979,1022.2,20.1,16,12.5,9.6,67,55,1,20,23.9
2980,1020.6,15.9,15,14.7,11,77,82,1,70,44.7
2981,1022.3,17.6,16.1,14.6,14.7,91,88,1,50,24.4
2982,1027.5,16.7,15.5,13.7,14.3,92,88,1,20,19.3
2983,1028.9,15.5,13.7,12.3,10,78,88,1,20,28
2984,1027.4,16.8,14.8,13.5,10.5,76,87,0,20,20.4
2985,1024.7,17.6,15.2,14,11.6,79,88,1,30,15.2
2986,1023.8,17.5,15.5,13.8,11.7,79,79,1,20,9.1
2987,1024.4,20.9,16.6,13.3,11.5,72,49,0,20,9.2
2988,1024.7,24.8,18.5,14.4,10.1,61,19,0,40,16.9
2989,1023.8,19.7,16.5,14.6,11.5,73,43,0,70,34.2
2990,1020.9,20.6,16.6,14.4,11.4,72,32,0,60,27.1
2991,1018.1,23.8,18.7,15.4,14,75,46,0,40,14.7
2992,1016.7,23.2,20.2,18.1,16.9,82,71,0,40,15.4
2993,1015.8,23.1,20.8,19.2,16.9,79,83,1,30,13.3
2994,1014.9,25.9,21.8,19.2,18,79,72,0,220,6.6
2995,1012.5,21.3,19.7,18.9,18.2,91,76,1,40,13.8
2996,1012.5,21.5,20.1,18.9,18.9,93,88,0,40,15.3
2997,1019.5,22.9,20.8,17.1,19.9,95,88,1,50,15.1
2998,1022.6,17.2,13.4,10,12.2,93,93,1,20,39.7
2999,1017.7,14.3,11.9,10,8,77,93,1,20,25
3000,1014.5,14.5,13.6,12.7,11.4,87,100,1,50,36
3001,1018,17,15.8,14.4,15.1,96,99,1,50,22.8
3002,1017.1,16.5,15.3,14.2,12.4,83,89,1,20,26.7
3003,1015,15.5,14.8,14,11.1,79,94,1,70,38
3004,1014.3,16.3,15.3,14.1,13.6,90,100,1,60,33.2
3005,1012,17.4,16.5,15.6,16,97,97,1,50,26.5
3006,1013,21.9,19.5,17.2,19,97,92,1,30,13.1
3007,1014.7,24.9,22.4,20.3,21.4,94,85,1,40,12.5
3008,1014.8,23.1,19,17.6,17.4,91,96,1,50,28
3009,1013.4,18.2,17.1,16.4,16.3,95,95,1,60,38.3
3010,1012.8,17.3,16.6,15.9,16,96,100,1,50,33.5
3011,1020.2,20.6,18.4,17.1,18,97,95,1,40,22
3012,1023.9,17.7,15.3,12.7,14.9,98,99,1,70,42
3013,1023.6,15.7,13.7,11.6,9.2,75,88,1,20,19.4
3014,1024.1,20.2,15.8,12.6,9.8,68,22,0,70,13.4
3015,1024.1,22.4,17.3,14.6,8.4,58,19,0,30,14.6
3016,1021.4,19.9,16.9,15.2,10,65,58,0,60,26.9
3017,1018.3,19.4,17.7,15.7,9.6,59,74,1,50,20.5
3018,1015.3,22.2,20,18.4,16.3,79,89,1,40,14.8
3019,1014.5,25.5,21.5,19.1,18.9,86,83,0,50,4.5
3020,1015.6,25.3,21.9,19.9,19.5,86,83,0,50,8.3
3021,1014.6,23.8,21.3,19.8,19.6,90,81,1,40,14.5
3022,1012.5,26.5,23,21,20.7,87,88,0,50,9.2
3023,1013.3,28.1,23.6,20.7,21.4,88,84,1,120,8
3024,1013.3,24.4,22.3,20.7,20.8,91,78,1,40,14.8
3025,1013.2,26.5,23.1,21.5,21.6,91,83,0,70,20
3026,1013.3,26.9,23.9,22.4,22.3,91,84,0,40,10
3027,1011.6,27.9,25.3,23.2,22.9,87,84,1,40,9.1
3028,1009.2,27.5,25.7,24.4,23.2,86,88,1,200,17.3
3029,1010.1,26.3,23.3,21.3,21.9,92,93,1,190,20.5
3030,1009.1,22.8,21.5,20.1,19.9,91,89,1,70,31.8
3031,1005.5,21.3,20.3,19.9,19.3,94,88,1,70,29.8
3032,1008.5,25.1,21.8,20.9,21.6,98,93,1,40,14.5
3033,1011.4,25.2,23.1,21.6,22.8,98,88,1,30,11.2
3034,1010.5,23.5,21.1,20.6,20.6,97,88,1,30,20
3035,1010.9,28.1,24.7,20.6,22.7,89,81,1,210,15.3
3036,1014.4,27.5,25.9,24.1,24.2,90,86,1,190,16
3037,1017.4,26.7,23.1,20.1,20.8,87,81,1,80,19.6
3038,1014.6,21.8,20.5,20.1,18.1,86,88,1,70,35.3
3039,1012.5,22.9,21.6,20.2,19.5,88,89,1,40,20.9
3040,1010.7,28.4,24.6,22,22.3,87,80,1,30,7.3
3041,1008.2,26.1,23.7,21,22,90,81,1,300,11.1
3042,1008.7,27.7,24.9,22.6,22.8,88,81,1,240,13
3043,1009.8,26.1,24.4,23.2,23.2,93,84,1,190,8.5
3044,1009.5,28.4,26,23.9,24.3,90,83,1,180,13
3045,1008.2,28.5,27.2,26,24.5,86,87,1,200,24.2
3046,1010.4,29.1,26.8,25.4,24,85,83,1,230,20.2
3047,1013.9,28.2,26,24.7,23,84,78,1,50,12.5
3048,1012.2,26.3,24.1,22.9,19.6,76,68,1,90,30.5
3049,1011.5,23.4,22.5,20.8,18.7,80,89,1,60,27
3050,1011,23.4,22.2,20.4,20.9,92,90,1,50,23.7
3051,1011.4,29.8,25.6,22.8,23.6,89,82,1,50,11.1
3052,1011.4,30.8,26.5,22.8,23.9,86,84,1,220,11.8
3053,1010.5,28.2,25.8,23.2,23.4,87,82,1,40,9.2
